ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
3.66666666666667,3,5,3,4.66666666666667,4,5,5,5,5,4,28,4.16666666666667,4,5,4,3,4,5,4,4,5,4,3,Firefox,0,0,8,2, ,5,5,2,6,3,5,2,4.2,5,5,3,5,5,4.6,15,4,3,4,5,4,4,4,96.643,.34194446,4.5,5,5,4,4,3,5,5,5,5,11/28/2011,10.3.183,5,5,5,1,5,1,4,4,4,4,4,0,0,207.109.5.106,1,0,0,4,4, ,25,WOW64,.0201130435555555,4.5,4,4,4,5,5,5,4,4.66666666666667,5,5,4,R_efG5b1NuQMwPyJe,5,5,5,5,5,1440x900,4.25,4,5,4,4,0,11/28/2011,35,0:20:30,4.8,5,5,5,5,4,green,no,7.629, ,104.271, ,104.272, ,4.5,5,5,4,4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,4,4,4,4,1983, ,1,2,1,2,1,2,1,2
4,4,4,4,3.66666666666667,5,3,3,4,4,3,28,4,4,4,4,4,4,4,4,4,4,4,4, ,0,0, , ,2,5,5,6,5,5,5, ,5.2,5,5,3,5,5,4.6,2,4,4,4,4,4,4,4,28.999,.29,5,5,5,5,5,3,7,7,7,7,12/6/2011, ,15,45,40,5,5,0,4,5,4,4,4.25,1,1,74.4.91.6, ,1,1,4,4, ,2, ,.270113043555555,4,4,4,4,4,4,4,4,6,6,6,6,R_b75Njz2lDLsU3ek,7,7,7,7,7, ,1,1,1,1,1,1,12/6/2011,594,0:17:23,5.2,6,6,6,6,2,good,no, ,4.205, ,33.199, ,33.204,5,5,5,5,5, ,4,4,4,4,1983, ,1,2,2,1,1,2,2,1
4,2,5,5,4.66666666666667,6,3,5,5,4,5,26,2.83333333333333,3,2,3,3,3,3,6,6,6,6,6, ,0,0, , ,2,4,4,4,4,4,4, ,4,7,7,7,7,7,7,5,4.83333333333333,5,5,5,5,4,5,35.379,.18,7,7,7,7,7,3,7,7,7,7,11/29/2011, ,20,20,3,2,6,0,3,6,3,5,4.25,0,0,68.39.76.69, ,0,0,3,4, ,2, ,-.0632202897777778,4,3,4,4,4,4,5,3.5,7,7,7,7,R_cIQ5nkPZKJiGs5e,7,7,7,7,7, ,1,1,1,1,1,0,11/29/2011,389,0:10:47,4,4,4,4,4,4,great if planning to go abroad, , ,5.779, ,41.114, ,41.158,6.75,7,7,7,6, ,5.66666666666667,5,5,7,1985, ,1,2,2,1,1,2,2,1
6,6,6,6,5.16666666666667,6,5,6,5,4,5,29,4.83333333333333,6,5,4,4,5,5,6,6,6,6,6,MSIE,0,0,8,2, ,5,6,4,6,6,5,2,5.4,6,6,6,5,5,5.6,20,3.66666666666667,4,3,4,4,4,3,54.742,.23833333,6,6,6,6,6,3,6,6,6,6,11/29/2011,10.1.102.64,1,12,5,4,6,1,4,4,4,4,4,0,0,75.169.224.181,1,0,0,2,2, ,4,Windows NT 6.1,.659001932444444,5,4,6,6,6,4,4,2,6.33333333333333,7,6,6,R_3fsfsklUJCg6XUo,7,7,7,7,7,1600x900,1,1,1,1,1,0,11/29/2011,78,0:14:18,5.8,5,6,6,6,6,it was cool and informative,none,2.62, ,57.3469999999999, ,57.362, ,6.5,7,7,6,6,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF; BRI/1),6,6,6,6,1982, ,1,2,2,1,1,2,2,1
6,6,6,6,4.66666666666667,6,5,5,5,4,3,27,4.66666666666667,5,6,6,3,4,4,5.75,5,6,6,6,Firefox,0,0,7.0.1,2, ,6,3,6,4,5,5,2,4.8,7,7,7,6,6,6.6,25,4.33333333333333,5,4,5,4,4,4,93.906,.26194444,5.75,5,6,6,6,3,7,7,7,7,12/2/2011,11.1.102,3,5,10,2,6,1,4,5,4,4,4.25,0,0,173.15.85.250,1,0,0,3,3, ,5,Intel Mac OS X 10.6,.770113043555556,4.5,5,5,5,5,4,3,3,5.33333333333333,5,5,6,R_ehAkO6U0ZkyGUmw,7,7,7,7,7,1280x800,1,1,1,1,1,0,12/2/2011,260,0:15:43,6.2,6,6,6,7,6,"In general I don't care for digital books. I love the feel of a book while you're reading it. But, for something like this I am ok with digital media because of the interactive nature. So, novels are best in paperback/hardback and textbooks are better in digital.", ,4.665, ,98.568, ,98.571, ,5.5,7,5,5,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,6,6,6,6,1984, ,1,2,2,1,1,2,2,1
5.33333333333333,5,6,5,4.16666666666667,4,4,5,5,4,3,28,3.16666666666667,3,2,4,3,3,4,4.5,4,5,5,4,MSIE,0,0,9, ,2,5,6,1,5,5,3, ,4.4,6,5,3,4,3,4.2,33,2.5,5,2,3,2,2,1,186.669,.15277778,5.25,6,5,4,6,4,6,6,5,5.66666666666667,11/28/2011,11.0.1.152,2,2,11,5,5,0,2,6,5,3,4,0,0,173.25.174.97,1,0,0,2,2, ,1,Windows NT 6.1,-.0354425120000001,4,5,5,3,5,4,2,2,5.33333333333333,5,6,5,R_5082oTTEUXVQDrK,6,5,5,6,5.5,1366x768,3,3,2,3,4,1,11/28/2011,360,0:09:10,4.2,3,6,5,5,2,it was okay..nothing too exciting, , ,2.142, ,188.809, ,188.811,4.25,5,6,4,2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF; .NET4.0C; BRI/1; AskTbORJ/5.13.1.18107),3.33333333333333,3,3,4,1983, ,1,2,2,1,1,2,2,1
3.66666666666667,3,3,5,5,5,6,5,4,5,5,26,4.16666666666667,4,5,3,5,3,5,6,6,6,6,6,MSIE,0,0,8, ,2,5,4,3,4,4,5, ,4,7,7,7,5,2,5.6,30,3.16666666666667,3,3,3,3,3,4,203.029,.73638886,6.25,6,6,6,7,4,5,7,6,6,11/29/2011,10.2.152.32,11,45,12,3,6,0,4,5,4,3,4,0,0,98.197.63.47,1,0,0,3,3, ,6,Windows NT 6.1,-.229886956444445,4.66666666666667,5,6,6,4,2,5,3,5.33333333333333,6,5,5,R_0CCQpPXFE6KvkRm,6,5,5,5,5.25,1058x595,1,1,1,1,1,0,11/29/2011,452,0:44:10,4,3,4,4,3,6,its ok,no, ,6.458, ,209.487, ,209.487,5.75,7,7,2,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; MAMI),6.33333333333333,7,6,6,1985, ,1,2,2,1,1,2,2,1
4.33333333333333,4,4,5,5.5,6,5,5,6,5,6,27,4,4,4,4,4,4,4,6.5,7,6,6,7,MSIE,0,0,8, ,2,4,6,4,5,4,5, ,4.6,6,6,7,6,5,6,70,3.83333333333333,4,3,5,4,4,3,363.617,.5341667,6.75,7,7,6,7,4,4,7,4,5,11/29/2011,10.3.181.16,1,5,2,1,6,0,4,4,1,4,3.25,0,0,98.244.92.75,1,0,0,3,3, ,10,Windows NT 6.1,.603446376888889,5.16666666666667,5,5,5,5,5,6,3,6.66666666666667,6,7,7,R_50VVHVSyXibmkNS,7,7,7,7,7,1311x737,1.75,1,1,1,4,1,11/29/2011,407,0:32:03,5.6,6,6,6,6,4,It was ok and easy to read. Lots of general information about the topic, , ,6.459, ,370.076, ,370.076,6.5,6,7,6,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; .NET4.0C),5,5,5,5,1984, ,1,2,2,1,1,2,2,1
7,7,7,7,5.5,7,5,5,5,5,6,28,5.83333333333333,7,7,4,4,7,6,7,7,7,7,7,Safari,1,0,5.0.2, ,3,4,4,7,2,4,6, ,4.2,7,7,1,7,7,5.8,23,5.66666666666667,5,5,7,5,5,7,39.311,.26222223,7,7,7,7,7,3,7,7,7,7,11/29/2011,-1,5,12,6,6,7,0,7,7,7,7,7,1,1,65.29.244.209,0,1,1,2,2, ,25,CPU OS 4_3_3 like Mac OS X,.936779710222222,7,7,7,7,7,7,7,2,7,7,7,7,R_0qc1IRRAou7d1iY,7,7,7,7,7,768x1024,1,1,1,1,1,1,11/29/2011,442,0:15:44,6.8,7,7,7,7,6,Loved it,No, ,12.567, ,51.8379999999999, ,51.878,7,7,7,7,7,"Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J3 Safari/6533.18.5",7,7,7,7,1983, ,2,2,2,1,2,2,2,1
6,6,6,6,5.5,6,4,7,5,6,5,25,4.66666666666667,6,3,6,5,7,1,6,6,6,6,6,Safari,1,0,4,1, ,5,4,5,4,4,4,2,4.4,6,6,6,5,5,5.6,2,3.16666666666667,6,1,4,1,6,1,77.793,.3288889,6,6,6,6,6,3,7,7,7,7,12/6/2011,10.2.157,15,3,20,6,6,1,5,6,6,6,5.75,0,0,174.254.241.44,0,0,0,2,1, ,20,Android 2.3.3,.242335265777778,6.16666666666667,5,7,7,6,6,6,1.5,5.66666666666667,5,6,6,R_82paOq4MGDHmYKM,7,7,7,7,7,800x1075,2.5,4,2,2,2,1,12/6/2011,295,0:19:43,6,6,6,6,6,6,I thought it was good. Not something I would normaly read, ,4.586, ,4.586, ,82.379, ,6.25,7,6,6,6,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; DROID Pro Build/4.5.1-110-VNS-22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",4,6,3,3,1986, ,2,2,2,1,2,2,2,1
6,7,5,6,6.16666666666667,7,5,7,6,5,7,25,4,1,7,3,6,4,3,7,7,7,7,7,Firefox,0,0,3.6.24, ,2,7,4,2,7,3,7, ,4.6,7,5,1,4,6,4.6,40,5.16666666666667,5,7,3,5,7,4,99.146,.25138888,6.25,7,5,7,6,4,7,7,7,7,11/28/2011,11.1.102,5,40,10,3,7,0,7,7,7,7,7,1,1,24.181.70.121,1,1,1,5,5, ,3,Windows NT 6.1,.797890821333333,6.5,7,6,7,6,7,6,5,7,7,7,7,R_3rxr6Qfiw0KhJZi,7,7,7,7,7,1920x1080,1,1,1,1,1,0,11/28/2011,367,0:15:05,5.2,7,6,7,5,1,I like them,No, ,3.794, ,102.934, ,102.94,6,7,5,7,5,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24,7,7,7,7,1986, ,2,2,2,1,2,2,2,1
5.66666666666667,5,6,6,3.83333333333333,4,3,4,4,4,4,28,3,3,2,3,2,4,4,5,5,5,5,5,Firefox,0,0,8,2, ,4,4,2,6,4,4,2,4,7,6,7,7,6,6.6,50,4,4,3,5,4,5,3,131.431,.23027778,6,7,5,6,6,4,6,6,6,6,11/28/2011,10.3.183,3,26,4,1,3,1,5,7,5,5,5.5,0,0,98.114.206.89,1,0,0,5,5, ,1,WOW64,.659001932444444,5,4,5,6,5,5,5,5,7,7,7,7,R_1M8ViQp8XJnVUy0,6,7,7,7,6.75,1280x960,2.75,3,3,3,2,1,11/28/2011,17,0:13:49,5.6,4,6,6,6,6,"It has good information, but was little dry and boring",no,60.66, ,192.087, ,192.091, ,5.75,6,6,6,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,4,4,4,4,1983, ,2,2,2,1,2,2,2,1
7,7,7,7,4,4,4,4,4,4,4,28,3.16666666666667,2,3,4,3,3,4,7,7,7,7,7,Firefox,0,0,8.0.1, ,2,1,1,1,4,1,1, ,1.6,7,7,7,7,7,7,6,3.33333333333333,2,4,3,4,4,3,154.04,.21583334,7,7,7,7,7,3,7,7,7,7,12/6/2011,10.3.183,2,10,1,2,4,0,7,7,7,7,7,0,0,184.39.13.116,1,0,0,2,3, ,4,Intel Mac OS X 10.5,.186779710222222,5,4,6,6,6,5,3,2.5,7,7,7,7,R_b8HcsVcUzYpMddW,7,7,7,7,7,1280x800,1,1,1,1,1,1,12/6/2011,593,0:12:56,7,7,7,7,7,7,easy and fun to use,none, ,2.592, ,156.627, ,156.632,7,7,7,7,7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,7,7,7,7,1983, ,2,2,2,1,2,2,2,1
4.66666666666667,5,4,5,4.83333333333333,6,3,6,4,5,5,25,3,3,3,2,3,3,4,5,5,5,5,5,Chrome,0,0,15.0.874.121,2, ,2,2,3,4,4,4,2,3,7,7,7,7,7,7,26,4.33333333333333,4,3,6,4,4,5,158.609,.32305557,6.75,7,6,7,7,4,7,7,7,7,11/29/2011,11.1.102,2,10,10,1,6,1,5,6,5,5,5.25,0,0,108.7.159.205,1,0,0,4,4, ,1,WOW64,.492335265777778,5.33333333333333,5,6,6,6,5,4,4,6,6,6,6,R_02pM4HS6OYgOY6g,6,6,6,6,6,1600x900,1,1,1,1,1,0,11/29/2011,94,0:19:23,6.6,7,7,7,6,6,Well structured,N/A,40.279, ,198.887, ,198.888, ,7,7,7,7,7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,3,3,3,1986, ,2,2,2,1,2,2,2,1
5,5,4,6,4.5,7,3,4,2,6,5,31,5.83333333333333,7,7,5,5,7,4,5.75,7,5,6,5,MSIE,0,0,8,2, ,4,4,6,3,4,5,2,4.2,7,7,7,7,7,7,42,5,5,7,7,1,4,6,160.564,.3236111,7,7,7,7,7,3,7,7,7,7,11/29/2011,10.2.159.1,7,20,14,2,4,1,7,7,7,5,6.5,0,0,164.119.249.64,1,0,0,5,4, ,4,Windows NT 5.1,.714557488,2,1,2,2,1,2,4,4.5,4.66666666666667,5,6,3,R_bOzMkxE0hK3nBCA,7,7,7,7,7,1350x1080,1,1,1,1,1,1,11/29/2011,107,0:19:25,5.8,4,6,6,7,6,I prefer digital books.  They are quicker and I like that I can acess them almost anywhere.  I am looking in to getting a digital reader becasue I do some much electronically.,No,5.5, ,166.064, ,166.064, ,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.3),4.66666666666667,5,5,4,1980, ,2,2,2,1,2,2,2,1
6,6,6,6,6,6,6,6,6,6,6,27,5.33333333333333,6,6,5,4,5,6,6,6,6,6,6,MSIE,0,0,9, ,2,5,5,4,5,5,5, ,4.8,6,6,6,5,5,5.6,4,5.5,5,5,6,6,5,6,161.281,.26694444,6,6,6,6,6,3,5,5,3,4.33333333333333,11/29/2011,10.3.181.34,2,20,5,1,5,0,5,6,4,4,4.75,0,0,99.90.26.93,1,0,0,4,4, ,2,Windows NT 6.1,.159001932444444,6,6,6,6,6,6,6,4,6,6,6,6,R_1EQ2iVRqT3sY0aU,7,7,7,7,7,1280x720,2,2,2,2,2,1,11/29/2011,411,0:16:01,5,5,5,5,5,5,I think they are a really good idea,no, ,8.105, ,169.382999999999, ,169.386,6,6,6,6,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; .NET4.0C; BRI/2),5,5,5,5,1984, ,2,2,2,1,2,2,2,1
5.66666666666667,5,6,6,5.16666666666667,7,5,6,4,5,4,29,3.66666666666667,2,2,4,4,6,4,6,5,6,6,7,MSIE,0,0,7, ,2,4,4,3,4,2,3, ,3.4,6,5,4,5,5,5,65,4.33333333333333,6,2,5,6,5,2,196.594,.3838889,5.5,6,6,5,5,3,4,5,5,4.66666666666667,12/2/2011,10.3.181.34,2,6,2,4,4,0,4,6,4,5,4.75,1,1,69.171.160.73,1,0,0,2,2, ,20,Windows NT 5.1,.186779710222222,5.66666666666667,5,6,6,7,4,6,2,5.66666666666667,5,6,6,R_b4uV9ITAsIta7bu,7,7,6,7,6.75,1024x600,3,4,3,2,3,1,12/2/2011,554,0:23:02,5.8,5,7,7,6,4,It was easy to use,n/a, ,3.031, ,199.516, ,199.625,6.75,6,7,7,7,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; FunWebProducts; .NET CLR 2.0.50727; eSobiSubscriber 2.0.4.16; FunWebProducts; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),4,5,3,4,1982, ,2,2,2,1,2,2,2,1
7,7,7,7,6.16666666666667,7,6,7,6,7,4,30,5,7,7,4,4,4,4,6.25,6,6,6,7,MSIE,0,0,7, ,2,7,7,7,4,7,1, ,6.4,7,6,3,5,5,5.2,50,5.83333333333333,6,6,6,6,5,6,223.637,.4538889,5.25,7,1,6,7,4,3,4,4,3.66666666666667,12/2/2011,10.3.183.5,8,40,15,5,6,0,5,7,5,5,5.5,0,0,208.81.175.2,1,1,1,1,1, ,6,Windows NT 5.1,.853446376888889,6.66666666666667,7,6,6,7,7,7,1,5,5,5,5,R_1I91I9kovBkdSp6,7,7,7,7,7,1024x768,2.75,2,2,1,6,1,12/2/2011,565,0:27:13,7,7,7,7,7,7,Its a excellent resources.,none, ,16.453, ,240.074, ,240.09,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; InfoPath.2),7,7,7,7,1981, ,2,2,2,1,2,2,2,1
4.66666666666667,4,4,6,5,6,3,6,5,5,5,29,3.16666666666667,1,1,3,4,6,4,6,6,6,6,6,Firefox,0,0,8, ,2,4,3,3,4,3,4, ,3.4,6,6,6,6,6,6,12,7,7,7,7,7,7,7,227.484,.23222223,7,7,7,7,7,3,5,7,7,6.33333333333333,11/28/2011,11.1.102,5,40,20,2,5,0,4,6,5,4,4.75,0,0,71.207.197.223,1,1,1,5,3, ,20,rv:8.0,.186779710222222,5.83333333333333,5,6,6,6,5,7,4,5.66666666666667,5,6,6,R_cUznE2XRRgJWhww,7,7,7,7,7,1366x768,1.75,2,2,2,1,1,11/28/2011,314,0:13:55,5.8,5,6,6,6,6,"it was fairly interesting, but not very well fleshed out",not really, ,4.453, ,231.933, ,231.937,6,6,6,6,6,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0,6,6,6,6,1982, ,2,2,2,1,2,2,2,1
6,6,6,6,5.66666666666667,6,5,5,6,6,6,30,4.66666666666667,6,5,4,4,5,4,6,6,6,6,6,MSIE,0,0,8,2, ,3,5,5,5,6,4,2,4.8,6,6,6,5,6,5.8,16,4.5,5,4,5,4,4,5,230.937,.36,5.25,5,6,5,5,3,5,5,5,5,11/29/2011,11.1.102.55,1,1,4,3,6,1,5,7,6,5,5.75,0,0,76.209.53.178,1,0,0,5,5, ,6,Windows NT 5.1,.242335265777778,5.5,5,5,6,6,5,6,5,6,6,6,6,R_8ivjRFay6blhBuA,5,5,6,6,5.5,1024x768,2.5,2,2,2,4,0,11/29/2011,86,0:21:36,5.6,4,6,6,6,6,interesting concept for aquiring information,none,4.235, ,235.156, ,235.172, ,5,5,5,5,5,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Comcast Install 1.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),6,6,6,6,1981, ,2,2,2,1,2,2,2,1
5,5,5,5,4.33333333333333,5,4,4,5,4,4,27,3,1,1,4,4,4,4,6.5,7,7,6,6,Firefox,0,0,3.6.24,2, ,6,5,5,6,5,6,2,5.4,6,7,7,6,6,6.4,52,4,4,4,4,4,4,4,522.391,1.1213889,7,7,7,7,7,4,6,7,7,6.66666666666667,11/29/2011,10.3.183,30,60,30,5,6,1,5,5,5,5,5,0,0,99.23.160.79,1,0,0,5,5, ,5,Windows NT 5.1,.964557488,6.16666666666667,6,6,6,6,6,7,5,6.33333333333333,6,7,6,R_0oeqiz3KlFo0NHm,7,7,7,7,7,1280x800,1,1,1,1,1,0,11/29/2011,84,1:07:17,6,6,6,6,6,6,Lots of interesting information and graphics. A travel guide that I would enjoy, ,4.587, ,526.971, ,526.978, ,7,7,7,7,7,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24 ( .NET CLR 3.5.30729) Creative ZENcast v2.01.01,6.66666666666667,6,7,7,1984, ,2,2,2,1,2,2,2,1
7,7,7,7,4.33333333333333,4,4,4,4,4,6,25,2.5,1,1,4,3,2,4,6,6,6,6,6,Chrome,0,0,15.0.874.121, ,3,4,7,7,7,7,7, ,6.4,5,7,6,5,2,5,6,4.16666666666667,1,1,6,6,4,7,26.595,.36,4.75,7,4,2,6,3,2,2,2,2,12/6/2011,11.1.102,4,20,5,1,4,0,4,5,3,4,4,0,0,99.123.198.196,1,0,0,3,3, ,7,WOW64,.575668599111111,5,4,5,3,5,6,7,3,6.33333333333333,5,7,7,R_5C6R5d5ij7FIEG8,7,7,7,7,7,1360x768,4,4,4,4,4,1,12/6/2011,590,0:21:35,5.8,7,7,1,7,7,none,none, ,6.174, ,32.769, ,32.769,6.25,7,7,7,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",7,7,7,7,1986, ,1,2,2,2,1,2,2,2
6,6,6,6,5.5,6,6,6,5,5,5,29,4.5,5,5,4,3,5,5,6,6,6,6,6, ,0,0, , ,3,5,6,3,5,3,5, ,4.4,5,4,5,6,6,5.2,4,5.16666666666667,5,4,4,6,6,6,48.761,.1675,6,6,6,6,6,3,5,4,4,4.33333333333333,11/28/2011, ,10,8,10,1,5,0,5,4,3,3,3.75,0,0,98.249.246.157, ,0,0,2,2, ,6, ,-.0909980675555556,4.66666666666667,5,5,4,4,5,5,2,4.33333333333333,5,4,4,R_4IpUkfykzi56jVG,6,5,5,5,5.25, ,5.25,7,6,6,2,1,11/28/2011,358,0:10:02,4.2,5,4,5,5,2,na,na, ,5.07, ,53.822, ,53.831,6,6,6,6,6, ,4.33333333333333,5,4,4,1982, ,1,2,2,2,1,2,2,2
5,5,5,5,5.5,6,5,6,5,6,5,25,4.5,5,5,5,4,4,4,4.75,5,5,4,5, ,0,0, , ,2,5,5,3,5,3,5, ,4.2,6,6,7,6,6,6.2,2,5.16666666666667,5,6,5,5,4,6,229.579,.16166666,5.5,6,5,5,6,3,1,1,1,1,12/5/2011, ,2,2,2,1,5,0,2,4,1,1,2,1,1,75.63.190.54, ,0,0,1,1, ,3, ,.492335265777778,5,5,5,5,5,5,5,1,6,6,6,6,R_4H3zJvRDO2m3sLa,5,6,5,6,5.5, ,5.5,6,5,6,5,1,12/5/2011,583,0:09:42,5,5,6,5,6,3,good,interesting, ,3.483, ,233.061, ,233.062,5,6,4,6,4, ,5.66666666666667,6,5,6,1986, ,1,2,2,2,1,2,2,2
5.33333333333333,6,5,5,5.5,7,6,6,6,4,4,28,5,4,3,3,7,7,6,6,6,6,6,6,Firefox,0,0,8, ,2,5,6,3,6,5,5, ,5,5,4,4,5,5,4.6,14,4.33333333333333,4,3,6,4,5,4,508.587,.7911111,6,6,6,6,6,3,3,7,5,5,11/28/2011,11.1.102,3,20,5,2,5,0,4,5,4,4,4.25,0,0,172.191.112.211,1,0,0,2,1, ,3,WOW64,-.00766473422222217,4.66666666666667,5,4,3,5,6,5,1.5,6,6,6,6,R_bEM1WBDFU4EtZKQ,6,5,5,5,5.25,1366x768,4,4,5,3,4,1,11/28/2011,306,0:47:28,5,5,5,4,6,5,it´s a new kind of reading,no, ,4.762, ,513.343, ,513.349,6,6,6,6,6,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,5.33333333333333,5,5,6,1983, ,1,2,2,2,1,2,2,2
4.33333333333333,3,4,6,4.33333333333333,6,5,5,3,3,4,25,3.66666666666667,2,5,5,4,3,3,5.25,6,5,6,4,Firefox,0,0,6.0.2, ,2,5,4,3,6,7,6, ,5,6,6,5,5,5,5.4,50,3.66666666666667,6,2,3,4,5,2,145.207,.68222225,6.75,7,7,6,7,4,3,7,7,5.66666666666667,11/28/2011,11.1.102,10,15,20,1,7,0,5,6,4,5,5,1,1,98.103.41.35,1,0,0,4,3, ,5,rv:6.0.2,.0201130435555557,5.16666666666667,4,3,6,6,5,7,3.5,6.33333333333333,7,6,6,R_0rFI43DmoLSJM8s,5,7,6,5,5.75,1280x800,3.25,4,3,5,1,0,11/28/2011,311,0:40:56,4.8,4,6,3,4,7,"I thought that it was relatively easy to use and read...skipping around was easier than I imagined. Additionally, the layout was really straight-forward.","I found this particular study to be a little long winded, and somewhat asking redundant questions. However, it was nicely laid out and not overly boring!", ,7.287, ,152.489, ,152.494,5,5,6,4,5,Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2,4,3,5,4,1986, ,2,2,2,2,2,2,2,2
